question	label
慢性肾炎严重时怎么处理	medical
黄斑变性患者可以用电脑吗?	medical
胸口好像火烧一样，胸闷怎么回事啊	medical
甲减一般有什么明显的特征？	medical
缩小鼻翼手术有副作用吗	medical
月经推迟十二天，昨天忽然来了一点点血	medical
孕妇心包积液8毫米严重吗	medical
花椒泡水喝有什么作用	medical
做了肝脏MR平扫增强MRCPDWI	medical
左肋骨疼会是肝硬化吗	medical
脑供血不足脑梗塞吃什么	medical
口腔问题烂牙根不拔有什么后果	medical
宝宝误服布洛芬退烧药怎么办？	medical
弱视生的孩子怎么治疗？	medical
脑供血不足能喝茶叶水吗	medical
扶他林片治疗筋膜炎吗	medical
乙肝母婴阻断，怎么办？	medical
人工流产是避孕方式吗？	medical
哪些能治好耳鸣	medical
前列腺钙化怎么形成	medical
鼻瘘管是什么病	medical
你好请问一下17号来月经12号是排卵期嘛	medical
脑外伤脑瘫可以完全治愈吗	medical
为什么经常有口腔溃疡	medical
十一个月宝宝反复喉炎发烧怎么回事	medical
高血压饮食应该注意什么比较好	medical
rh阴性血已孕，老公也是阴性血型	medical
糖尿病引起肾炎患者适合什么饮食	medical
祛痘印需要注意什么	medical
浅表性心肌桥能喝红酒吗	medical
曾经得过肺结核的病人是不是不会长胖	medical
心包积液抽出来了还会长吗	medical
腿部脱毛后能碰水吗	medical
干咳到有痰是什么原因？	medical
孕检里面有哪些项目可以自行去检查呢	medical
胃幽门螺旋杆菌测试纸	medical
盐过量食用有危害吗？	medical
多次用闪光灯拍痣会让痣癌变吗？	medical
酸梅汤减肥有用吗？	medical
髋关节脱位5个月后可以经常走路吗	medical
大骨头咽进去不知道有没有咽下去	medical
两岁四个月的女娃这样的行为正常吗，	medical
做白内障需要检查双下肢静脉吗	medical
双眼复视会是脑肿瘤吗	medical
颅内肿瘤用开颅吗	medical
头晕与脑瘤有关系吗	medical
垂体瘤术后恢复期多久	medical
脑瘤2cm可以切吗	medical
脑瘤患者能做人流吗	medical
头痛几十年会是脑癌吗	medical
脑肿瘤可以吃燕窝吗	medical
癞蛤蟆皮对脑癌有效吗	medical
胶质性脑瘤是癌症吗	medical
脑肿瘤手术对眼睛会造成伤害吗	medical
脑膜瘤手术是全麻吗	medical
核磁共振能做脑肿瘤吗	medical
脑肿瘤恶性会治好吗	medical
垂体瘤怎么形成的	medical
脑肿瘤晚期是良性吗	medical
仅仅是头痛会是脑癌吗	medical
化疗能杀死脑转移瘤吗	medical
脑癌能转到肠部吗	medical
脑肿瘤能吃醪糟吗	medical
高血脂高尿酸吃一点咸菜行吗	medical
腰肌筋膜炎可以针灸吗	medical
风寒牙痛怎么治疗	medical
祛痘坑手术多久有效	medical
急性咽喉炎出血可以吃烧烤吗	medical
医学美容界能使脱发复生吗	medical
面部激光脱毛多久恢复	medical
脱毛蜡纸怎么去除	medical
用什么脱毛膏比较好	medical
做脱毛手术之前需要注意什么	medical
脱毛需要什么资质	medical
什么是鬓角	medical
用了脱毛膏后应该怎么护理	medical
想做激光脱毛手术可以吗	medical
想脱毛有什么好方法啊	medical
冰点e光脱毛怎么样	medical
比基尼部位脱毛贵吗	medical
常用的永久脱毛办法是什么	medical
什么办法脱毛能永久呢	medical
唇毛要怎么去除	medical
慢性肾炎的早期治疗吃什么药	medical
嗅沟脑膜瘤严重吗	medical
做祛痘印疼不疼	medical
晚上发烧没药怎么办	medical
心血虚脾虚不能补一补就内热怎么办?？	medical
喉咙感觉有异物，偶尔也会咳嗽，已经有一个	medical
鼻咽癌放疗结束两年发现颈部有硬块是复发了	medical
孕六个半月腰疼的翻身都翻不了	medical
尿检中酮体高是什么原因	medical
脑瘫大人大小便怎么办	medical
姥姥有唇腭裂会影响孙子吗	medical
胃疼有很长一段时间，大概有四年了	medical
频繁长痘怎么解决	medical
儿童咽喉炎能洗澡吗	medical
婴儿睾丸有积液怎么治疗	medical
肌腱脑瘫是什么	medical
治疗小儿脑瘫按摩方法如何	medical
心包积液是炎症吗	medical
前列腺增生吃什么药治疗比较靠谱	medical
胸腺瘤分良恶性吗	medical
有骨质疏松片这种药吗	medical
出生20天母乳喂养的婴儿睡觉易惊醒，怎么	medical
面部除皱后怎么做恢复快	medical
要小孩前十天还能做精液检查吗？	medical
病毒性附睾炎治愈后会复发吗？	medical
睾丸小怎么办才好	medical
龟头做完手术后是什么样子的啊	medical
茯苓打粉配其它饮食调身体可以吗？	medical
慢性前列腺增生可食疗吗	medical
男人的正常精子什么颜色	medical
吃水果减肥吗？	medical
护士得了肾炎怎么办	medical
尿检查见棘形红细胞这是什么病呢？	medical
做什么锻炼能增长生殖器	medical
肾炎能引全身浮肿吗	medical
肾脏囊肿是怎么引发的	medical
老男人阴茎发粒是什么原因	medical
慢性前列腺炎疾病会自己好吗	medical
尿酸490算严重吗？	medical
小腿上起了红点，痒，像皮下出血的红点	medical
黑色痘印怎么去除最有效果呢	medical
身体乏力，双腿走不动，脚后跟疼是怎么回事	medical
病毒引起的咽喉炎用什么药	medical
心脏骤停后除颤可以吗	medical
气血虚，肾阳虚，都有什么症状？	medical
肾炎腰酸腿酸吃什么药	medical
高血压冠心病能治好吗	medical
脑瘤眉心有压泊感吗	medical
今天早上嗓子突然干疼，有痰怎么回事？	medical
四个月宝宝急性喉炎几天能好	medical
祛眼袋手术可以冰敷吗	medical
五维他口服溶液的副作用	medical
桥本甲状腺炎治疗方法是什么	medical
尿检白细胞20严重吗？	medical
预激综合征会影响食欲吗	medical
我这是什么情况？有没有乙肝呢？	medical
治肠胃炎用什么方法呢	medical
小儿手足口病嘴内用什么药	medical
宝宝急性喉炎要用几天抗生素	medical
五个月的宝宝急性喉炎的症状	medical
小儿急性喉炎易引起喉阻塞的原因是什么	medical
小孩滤泡性咽喉炎症状有哪些	medical
小孩子咽喉炎可以吃什么药好	medical
一岁鼻窦炎怎么办	medical
小儿急性喉炎能不能进行气管插管	medical
宝宝急性喉炎口服药还是输液	medical
小儿急性喉炎呼吸困难的原因	medical
婴儿一般急性喉炎会发烧几天	medical
小孩鼻息肉该怎么办	medical
4岁孩子喉炎咳嗽有痰咳不出来怎么办	medical
儿童急性咽喉炎一般需要几天后才会好	medical
眼睛有雾鼻腔内的肉跳怎么回事？	medical
预防近视有哪些方法？	medical
龟头炎用红霉素软膏的作用	medical
体检报告显示左肺陈旧性病灶	medical
妊娠合并甲亢怎么检查	medical
做造影显示双侧输卵管堵塞，后面做了官腹腔	medical
乳腺癌淋巴转移73岁老人怎么治	medical
患子宫肌瘤能喝压麻籽油吗	medical
卵巢癌可以用吉西他滨	medical
卵巢癌化疗后大腿根疼	medical
把乳房割掉会避免乳腺癌吗	medical
有哪些食物能有效预防乳腺癌	medical
查子宫肌瘤是做b超吗	medical
卵巢癌病怎么治疗	medical
卵巢癌化疗结束三个月有点感冒症状正常吗	medical
勃起功能下降该怎么办？	medical
我的手脚发烧怎么治疗	medical
进入更年期有哪些症状	medical
宫颈活检后多久可进行第二次活检？	medical
养至正的一干二净中药乳膏孕妇可以擦吗？	medical
尖锐湿疣治愈后能够顺产吗	medical
产后六个月同房后有褐色分泌物怎么办	medical
包皮有一圈变白怎么办	medical
得白带异常能吃什么肉	medical
怎么判断宫颈糜烂程度	medical
男性宫颈水肿什么原因	medical
癫痫发作早期都有什么表现	medical
经常没隔一两个月都会头痛一次	medical
癫痫加精神科喝壮阳酒抽筋容易上火失忆多梦	medical
燕山医院治疗牙周病怎么样	medical
唇腭裂10mm很严重吗	medical
牙龈出血血小板低什么原因？	medical
拔水平智齿多久能好.	medical
结核病如果不及时治疗会怎样？	medical
烤瓷牙能吃肉吗	medical
孕九个半月,胎儿唇裂宽0.5厘米,会影响	medical
嘴皮干是怎么回事	medical
早上起来眼肿、下巴肿是什么原因有？	medical
拔牙后牙怎么存放	medical
唇腭裂手术需要割肉吗	medical
马莲做唇腭裂效果好吗	medical
下巴歪，上排牙齿凸出，做正畸手术合适吗	medical
种植牙整形怎么样	medical
唇腭裂能早期发现吗	medical
怎么样美白牙齿	medical
冬天坐月子身体冷怎么回事	medical
下颌骨癌的肿块是骨头变大吗	medical
薏米加红豆煮汤有什么功效	medical
结肠癌肿瘤和肺靠着吗	medical
健身前后如何补充能量？	medical
寒性体质者能不能喝菊花茶？	medical
喝牛奶会发胖吗？	medical
荞麦含有哪些微量元素呢？	medical
熏苍术的功效有哪些？	medical
哪些蔬果富含类胡萝卜素？	medical
为什么缺镁会引起偏头痛？	medical
芹菜和决明子可以降血压吗？	medical
茶多酚的作用是什么？	medical
肩背肌筋膜炎可以按摩吗	medical
小孩急性咽喉炎要挂几天盐水	medical
孕21周脚丫长浓泡二十多天齐了又出水怎么	medical
脾肺气虚是什么原因？	medical
胎儿什么时候有羊水	medical
21染色体异常胎儿表现？	medical
胎盘钙化是什么意思	medical
游泳者体内湿气重如何去除？	medical
没出过门怎么得的手足口病	medical
痛风怎么治疗有什么好办法	medical
蛋白质食物能和淀粉食物一起吃吗	medical
紫癜性肾炎和iga肾炎的关系	medical
膝盖骨膜炎自己会好吗	medical
昨天在贵州吃了酸汤鱼，今天突然拉肚子	medical
包皮手术后必须做激光治疗吗	medical
睾丸下垂中医能治疗好吗	medical
吃饭速度和肥胖有什么关系？	medical
肩膀为什么长的不对称一个宽一个窄	medical
做B超没有消毒会传染艾滋病吗？	medical
痛风会伤筋骨吗	medical
右颅脑损伤的后遗症有哪些	medical
癫痫给患者身体造成的危害有哪些	medical
股骨头坏死痛痛是如何治疗	medical
筋膜炎可以擦木龙根酒吗	medical
请问热效溶脂去眼袋过程中会很痛吗	medical
慢性咽炎能根治吗，刚得了慢性咽炎，...	medical
精神运动性癫痫症状有哪些	medical
轻微脑梗塞愈后吃什么药	medical
六岁小孩说话口吃怎么办	medical
胆囊炎能不能吃鱼？	medical
同房后一直有液体流出	medical
感冒吃药好了，但是一直有干咳的症状，怎么	medical
胆固醇高会引起什么疾病？	medical
脑瘫会瘫痪吗	medical
铅对孩子会引起多动症吗	medical
异常勃起是指什么原因是什么	medical
前列腺炎什么引起	medical
退行性关节炎吃面食好吗	medical
手足口病发热多久出现疱疹	medical
BNP能查出慢性心衰吗	medical
为什么股骨头容易骨折	medical
幼儿急性喉炎咳嗽是一直还是偶尔	medical
隐匿性肾炎怎么还轻微浮肿	medical
颈椎病头晕突然失眠怎么办	medical
为什么会出现糖尿病呢？	medical
颈椎病压迫脑血栓怎么办	medical
女性癫痫病的主要危害是什么	medical
看到别人在我座位上拿我的勺子晃动着我的药	medical
膝盖积液是关节炎吗	medical
肾病人吃什么好	medical
右睾丸肿大发硬下坠是怎么回事	medical
头皮一直长痘痘	medical
多吃果蔬能减肥吗？	medical
老年高血压危象治疗的注意事项有哪些	medical
左脸下面长痘	medical
1周11岁的宝宝耳根和脖子张了一些小白点	medical
15岁左右的小孩流鼻血	medical
脑瘫婴儿从什么时候能看出来吗	medical
咽喉炎能拔罐吗拔哪里	medical
多囊卵巢影响生育治疗注意什么	medical
去完水上乐园，小腹疼了一天一夜，尿颜色还	medical
好像吃到老鼠肉怎么办？	medical
怎么控制癫痫的发作	medical
外痔旁边又起了一个红肿的包	medical
肾瘤为什么要打免疫针	medical
中医治疗白内障可以吗	medical
急性青光眼是小手术吗？	medical
白癣夏塔热胶囊有什么功效？	medical
女性患上癫痫的原因都有什么呢	medical
膝盖软骨瘤复发需要再切除吗	medical
2周岁孩子口吃怎么回事	medical
感觉呼吸困难脖子上有点不好出气怎么回事？	medical
患有前列腺增生多年排尿困难如何办	medical
甲状腺增生是癌症吗	medical
术后疝气伴四肢浮肿的治疗方法	medical
脑瘫艾灸什么穴位	medical
滑膜炎积液腿疼怎么治疗好	medical
怎样瘦腿啊	medical
我是已经治疗过一疗程的梅毒患者	medical
睡醒后脖子疼痛是怎么了	medical
性生活对人体有什么影响？	medical
癫痫对的危害有哪些	medical
外耳道炎吃药不管怎么办	medical
抱起来怎么看出是脑瘫儿	medical
癫痫患者发作后昏睡怎么办	medical
手足口病什么时候最易传染	medical
肝脏血管瘤确认和治疗	medical
柏子养心片能升血压吗	medical
腰椎管狭窄热敷能治好吗	medical
体质弱感冒后还能坚持锻炼吗？	medical
发生癫痫病一般会有什么样子	medical
射精前列腺痛是怎么回事	medical
白带沙眼衣原体吃调理的药会痒吗	medical
开内外眼角几天能好	medical
感觉喉咙中憋气是怎么会事情	medical
13个月宝宝红屁股怎么处理好呢？	medical
妈富隆得吃几盒能调经？	medical
患有高血压肾病能不能治愈	medical
先天性髋关节脱位有救吗	medical
风油精不慎流入眼睛怎么办	medical
手足口病严重了怎么治疗	medical
预激综合征b型心电危险吗	medical
矮小症有哪些检查项目	medical
心包积液患者能运动吗	medical
怀孕35天药流安全吗	medical
得尿道炎会影响怀孕吗？	medical
有甲亢病该如何	medical
孩子不小心扭右手怎么办?	medical
尿频，口干舌燥一小时左右就想上厕所	medical
12岁男孩要开拴气，需要住院几天，手术费	medical
鼻小柱矫正效果有哪些特点	medical
心内膜炎会导致肺部感染吗	medical
筋膜炎可以采取放血疗法吗	medical
喝酒后可以吃惯爱他达拉非吗？	medical
有脑梗塞的病人能生气吗	medical
心脏神经官能症胸痛厉害怎么止痛	medical
少儿腺样体肥大怎么办	medical
帕金森病脑起搏器手术有效吗	medical
妇科检查需要注意哪些	medical
ft3偏高其他正常就一定是甲亢吗	medical
看白内障挂什么科？	medical
肺肉芽肿结节会癌变吗？	medical
石家庄穿刺治疗心包积液吗	medical
食道长东西做病理需要手术吗	medical
脑梗塞水肿昏迷大楖多久才能醒	medical
银翘解毒丸心火上炎有效吗	medical
筋膜炎可以用按摩球按摩吗	medical
治疗风湿性关节炎	medical
神经性耳聋听力会持续下降吗	medical
燕窝吃了能抑制癌症吗？	medical
孕妇坐月子能吃什么零食	medical
吃完盐酸二甲双胍片可以吃胃药吗	medical
颈椎病会压迫胳膊和腿吗	medical
脸上小疙瘩具多。长了几年的痘痘史。	medical
骨膜炎是拍片检查吗	medical
诊断结肠息肉，想知道如何治疗，	medical
面瘫能整形吗	medical
请问，瘦脸面膜有用吗？	medical
吃豆腐对减肥有好处吗	medical
焦虑症高血压得吃药么	medical
早泄该怎么调理和手淫关系大嘛	medical
宝宝黄疸19一周回复正常会得脑瘫吗	medical
脸上暗疮怎么处理	medical
男性前列腺摘除手术注意哪些饮食	medical
慢性鼻炎会引起鼻粘膜渗血吗	medical
54岁子宫肌瘤出血正常吗	medical
室间隔缺损左房增大吗	medical
抗癫痫药物的副作用厉害吗	medical
乳腺增生能预防吗	medical
一咳嗽就伤支气管炎怎么预防？	medical
高温惊厥导致脑损伤怎么办	medical
脑血栓的病人牙出血	medical
怎么减掉腿部的肥肉	medical
老人急性喉炎输液后还是咳嗽怎么办	medical
我今天有不洁性行为，会感染梅毒吗	medical
输尿管结石能吃海带吗	medical
颈椎病引起嗓子异物感吗	medical
怎么消除口吃的心理阴影	medical
孕妇胃炎能喝水苏糖吗	medical
眼睛感染发炎怎么办	medical
人流紧急避孕药吗？	medical
肩膀骨膜炎可以好吗	medical
小孩咽喉炎疱疹怎么办	medical
了解心律不齐的症状有什么呢	medical
同仁堂护肝胶囊多少钱	medical
胃胀堵得慌是什么原因？	medical
甲减减肥怎么做？	medical
血液分析报告，血小板，嗜酸性粒细胞超标	medical
促甲状腺激素是查什么？	medical
先天性髋关节脱位给做牵引吗	medical
糖尿病引起的白内障能激光治疗吗	medical
如何去除粉刺和痘痘	medical
支原体感染要如何预防？是三岁的女孩子。	medical
发烧了没有退烧药怎么办	medical
尿常规能查出性病吗？	medical
糖尿病苹果可以吃吗？	medical
乳腺增生按摩能管用吗？	medical
得了甲亢不用手术能不能治好	medical
慢性咽炎买什么药吃？	medical
检查肾炎前需要做什么	medical
腰椎管狭窄手术后腰再也弯曲不了吗	medical
做祛痘印有哪些方法	medical
夏天胳膊上突然出现了很多小疙瘩	medical
外阴白斑影响生育吗	medical
甲减属于慢性病吗	medical
我的病毒性肝炎能否治疗好？	medical
年轻人会有前列腺肥大吗	medical
割包皮要注意什么？	medical
心脏神经官能症会导致晕倒吗	medical
根管治疗牙套崩了怎么补救	medical
打胎后满月了可以吃什么水果好	medical
熏药和艾灸对筋膜炎有效果吗	medical
膝盖和脚冰凉是怎么回事	medical
我一吃饭就出汗，怎么回事	medical
高血压高血糖又有肝病患者不能吃什...	medical
鼻咽癌扩散至肺部是晚期了吗	medical
脚红肿疼痛痛风病是怎么导致	medical
心肌桥吃药能控制吗	medical
催眠对多动症的人有用吗	medical
颞颌关节脱位扎针灸可以吗	medical
冬天癫痫病频繁发作是什么原因	medical
玻璃体混浊和后囊浑浊一个意思吗	medical
阴道没水正常吗	medical
肩胛骨抽搐是帕金森吗	medical
哺乳期能吃抗菌消炎片的功效与作用	medical
外阴瘙痒能吃腊肉吗	medical
远视了做了飞秒手术后度数还在吗	medical
颈椎病手麻会血压升高吗	medical
鼻咽癌能吃河鳗吗	medical
鼻咽癌头痛流脓吗	medical
测鼻咽癌抗体叫什么	medical
鼻咽癌抽血化验什么	medical
鼻咽癌化疗一次要多久	medical
鼻咽癌耳鸣会从右边转到左边吗	medical
鼻咽癌牙出血是什么样的	medical
鼻咽癌化放疗猪肝可以吗	medical
鼻咽癌出院后休息多久	medical
鼻咽癌会引起脾大吗	medical
鼻咽癌患者还能活多久	medical
感染什么病毒会的鼻咽癌	medical
鼻咽癌放疗什么都吃不下	medical
治疗癫痫常见的方法都有哪些	medical
排卵期同房后吃避孕药验孕试纸显示隐形是怎	medical
哪些食物对手术后的病人有帮助？	medical
熊果苷加烟酰胺能祛黄褐斑吗	medical
膝盖骨膜炎可以按摩吗	medical
背部筋膜炎能小针刀治疗吗	medical
预防耳聋按哪个穴位	medical
艾灸对有好处吗骨膜炎	medical
艾草可以熏骨膜炎吗	medical
耳聋拔罐拔哪个穴位	medical
中耳炎可以按哪些穴位	medical
筋膜炎刮痧拔罐管用吗	medical
膝盖韧带损伤能按摩治疗吗	medical
第一次意外怀孕刚好一个月药流很疼吗	medical
孕妇癫痫病发对胎儿有什么影响	medical
什么方法可以治疗好颈椎病	medical
什么是髌腱炎1期	medical
脑损伤后嘴歪如何矫正	medical
室间隔缺损9个月的孩子怎么照顾	medical
沙眼衣原体自身抵抗力差会感染吗	medical
高血压能吃坚果吗	medical
内分泌会引起骨质疏松吗	medical
慢性冠心病心衰能保外就医吗	medical
甲状腺t3偏低其他正常食疗吃什么?	medical
双侧上颌窦筛窦额窦炎能治好吗	medical
鼻中隔偏曲术后多久洗头	medical
前列腺炎复发怎么办呢	medical
过敏性鼻炎哮喘建议打新冠疫苗吗	medical
外耳道疖肿吃什么中成药	medical
丙肝孕妇会影响胎儿吗	medical
有流产预兆怎么办	medical
多囊卵巢这不能排卵怎么治	medical
中医怎么看高血糖	medical
智齿会一直长么	medical
高血压患者能吃什么水果	medical
鼻窦炎奥硝唑能连续吃三个疗程吗	medical
刚做完肛裂和痔疮激光	medical
牙齿黑黄应该怎样进行美白	medical
左肩背很痛是筋膜炎吗	medical
椎体神经纤维瘤应该怎么治疗	medical
因撞击脑损伤如何治疗	medical
宝宝重度脑损伤后遗症	medical
早产儿急性脑损伤的急救治疗方法	medical
颅脑损伤的临床表现及护理措施	medical
月经不调量少会引起哪些症状	medical
自慰后总是出汗，晒太阳更厉害	medical
拔完智齿一年后，有牙齿脱落，疑似智齿残留	medical
脸麻一想到面包脸就发麻	medical
脸上划上缝针拆线恢复好几天	medical
3个月吃4次避孕药会怎样？	medical
孕妇可以吃么，对小孩有没有影响	medical
近段时间，总感觉肚子两旁痛	medical
抑郁焦虑症可以打新冠疫苗吗	medical
手足口病怎么能转成心肌炎	medical
怀孕的可能性大吗？射在肚子上的精子淋浴会	medical
大脚趾头根部上面疼痛	medical
怀孕怕分娩需要注意哪些问题呢？	medical
肾炎可以喝蜂蜜吗？	medical
宝贝手足口病怎么办	medical
足底筋膜炎脚后跟疼的厉害	medical
長期左腿疼凉麻，两屁股里灼热疼。	medical
3岁宝宝眼干吃什么药最好	medical
甲状腺囊肿不治可以吗	medical
adhd多动症分轻重吗	medical
呕吐头疼不想吃东西全身乏力是怎么回事	medical
医生你好，我想问一下，下面异味很重是正常	medical
包皮手术后龟头处有两个小伤口	medical
阴道有点痒，有纸渣一样的分泌物，是什么情	medical
减肥吃燕麦有用吗	medical
1岁半宝宝有鼻窦炎怎么办	medical
儿童急性咽喉炎是怎么引起的	medical
幼儿有扁桃体炎还有鼻炎怎么治疗好得快	medical
小孩过敏性鼻炎鼻痒打喷嚏怎么办	medical
一周岁宝宝急性喉炎怎么得的	medical
儿童鼻甲肥大能自己自愈吗	medical
乙肝有什么临床症状没？	medical
宝宝起疙瘩了，请问医生这是什么疙瘩	medical
孕早期不知道吃了药，孩子有影响吗	medical
继发性高血压吃药能控制住吗	medical
四个月宝宝腹泻总不好怎么办？	medical
外表一层脂肪粒是的不痛不痒的好几年了	medical
慢性胃炎伴糜烂和拉肚子	medical
带有大量出血的子宫肌瘤严重吗	medical
不知道是不是被小狗碰到，有点破皮	medical
大姨妈没有正常来过，都是隔好几个月或者半	medical
甲状腺结节乳腺结节还有痘痘	medical
高血脂会造成血液粘稠吗	medical
艾滋病感染者打新冠疫苗CD4会下降吗	medical
体检报告血红细胞五项异常	medical
尿道口尖锐湿疣激光手术治疗后7个月没有出	medical
尿酸高600多一点现在吃苯溴马隆片为什么	medical
耳朵出血，另外一只耳朵听力下降	medical
半夜嘴唇肿胀应该怎么办	medical
单纯的pdd实验阳性可以证明什么呢	medical
你好医生，这几天楼顶干活怕中暑怎么办	medical
打疫苗前后还能吃心理药物嘛	medical
肾炎由什么原因引起？	medical
自汗，尿液呈黄色，尿频，尿急，尿不尽，头	medical
脑瘤输液有事吗	medical
儿童眼干眼涩上什么眼药水	medical
手上有伤口摸了狗怕得狂犬病	medical
怀孕了想问问这hcg翻倍会是双胞胎吗？	medical
怎么减肥可以瘦脸	medical
有点偏头痛，左边痛，难受	medical
高度敏感和脆弱，喘不过气，心里很痛不知道	medical
我的舌头舌苔厚能刮下来黄黄的东西有点颗粒	medical
全是起了一片一片的疙瘩	medical
患上白癜风后的危害后果	medical
为什么脑瘫宝宝厌奶	medical
请问医生我的指甲是什么情况	medical
近月二次突发头晕眼眩	medical
喉咙刺到鱼刺南昌高新医院能看吗	medical
摸到外阴部分有颗粒，很久了，没有消失	medical
上颚中间烂了昨晚吐出很多淤血块	medical
5.31号同房，16天后来月经了	medical
拉稀拉水一样的胃咕噜咕噜响	medical
莫名脸好痛怎么回事？	medical
脊柱侧弯可以一直坐直吗	medical
那颗黑牙疼。应该怎么办。怎么处理。	medical
你好，医生，想问一下我这个报告。	medical
特别容易出汗怎么回事，我之前没出这么多汗	medical
主动脉瓣关闭不全如何防治	medical
婴儿鼻息肉要怎么办	medical
后背脊椎旁边的肌肉有点疼痛。	medical
小细胞癌脑转移化疗吗	medical
被患过乙肝的人身上拔出的针戳到了会传染吗	medical
生殖器感染，想咨询一下	medical
半夜遗精后一摸下面疼痛	medical
脸易红很红且不爱下去	medical
脑梗和肠胃炎可以做手术吗，大概需要多少费	medical
痤疮下颌留下了几个疤痕疙瘩和很多痘坑	medical
手腕处起个水泡不知掉是什么	medical
孕33周头晕，手心脚心流汗，	medical
射频瘦脸副作用怎么预防	medical
牙疼吃了奥硝唑和替硝唑	medical
请问疫苗打了之后会导致牙疼吗	medical
发生性关系多久可以去检查艾滋疾控中心检	medical
变应性接触性唇炎红肿掉皮	medical
颈椎后面凸出左手麻怎么治疗有效	medical
肾移植的患者可以进行热敷吗	medical
新生儿促甲状腺素偏高，多久复查合适	medical
手淫引起的龟头疼痛吃啥药	medical
男生射精过多导致体力不支	medical
带隐形眼镜刚带特别疼之后一天都不疼也没红	medical
虫子飞进耳朵了，里面有异响。	medical
1岁多了，是什么来的	medical
心理疾病，心理倍受煎熬	medical
眼睛倒立后眼白有一块血污	medical
喝酒能导致心脏骤停吗	medical
突然全身发软没力气喘不过气	medical
验孕棒双杠颜色特别浅	medical
女朋友性生活频繁几天，有过俩次插入龟头无	medical
手骨膜炎可以艾灸吗	medical
宫外孕的多久能查出来吗	medical
中暑了，然后吐了，然后吃不下去饭	medical
宝宝室间隔缺损能推拿吗	medical
有经验的大夫帮看看阴囊这是啥了，昨晚刚发	medical
高血糖如何引起动脉粥样硬化	medical
宝宝吃钙片，4个月长牙，是补钙的关系吗？	medical
感冒后四支无力不定时冒汗	medical
例假后一直有褐色分泌物	medical
上年夏天妈妈小腿被小虫咬了一下，	medical
小腿抽筋以后，做抬脚的动作时候有酸痛感	medical
处女，真菌阴道炎，和医生说，医生还是开了	medical
阴毛处疼痛泛红怎么办？	medical
醋酸白色上皮碘阴性是什么意思？	medical
甲状腺癌患者手术3个月后可以打新冠疫苗吗	medical
高血脂看中医如何治疗	medical
眼睑长了不明异物，请告知名称及处理方法	medical
22岁女，怀孕两个半月，吃叶酸会吐	medical
先天性心脏病做的手术可以怀孕吗	medical
我想问一下这是什么治疗大概需要多少钱	medical
精液检查与精索静脉曲张可以一起检查吗？	medical
晚上玩手机睡不着脑子很清醒怎么办？	medical
前一阵子手上有一个小水泡后来慢慢变硬了	medical
脖子上有个小红包，不知道是啥	medical
宝宝多大就能戒掉配方粉，完全依靠食物呢？	medical
今天带小孩去公园玩，小孩身上出现红点点是	medical
什么菜比较减肥？	medical
吃完饭就拉肚子。大便糊状。经常放屁	medical
这两天小便是血尿，应该买点什么药尼	medical
急性肠胃炎肚子痛拉肚子	medical
七岁女孩早上肚子疼不想吃还吐了昨天晚上喝	medical
脚上起了一个白色的包，好像是泡，很痒	medical
保胎灵片对胎儿有影响吗？	medical
左边腋窝下方靠近左胸的地方隐隐的痛	medical
脖子有疙瘩不疼不痒有几年了	medical
全程带套会怀孕吗求解答	medical
宝宝可以睡这种枕头吗月子里的宝宝	medical
手足口病十几天还没好	medical
手足口病吃什么维生素好	medical
天太热，感觉身体不舒服，	medical
手足口病能用艾叶水洗澡么	medical
宝宝两个月的手足口病怎么办	medical
为什么4月手足口病高发	medical
一个月前被狗舔了，需要接种吗	medical
臀部长了一个痘，抠破后第二天突然肿得很大	medical
开车摔倒擦伤能旅游漂流吗?伤口照片在下面	medical
老是想晕但又晕不了用眼睛斜眼看的时候眼球	medical
头上不停出虚汗，无力没精神，有些头晕眼花	medical
右侧第12肋骨后面断了，平躺床上不疼	medical
总是很担心自己被HIV病毒感染怎么办？	medical
急性细菌性心内膜炎如何采血	medical
冠状动脉粥样硬化性如何治疗	medical
心包积液能运动锻炼吗	medical
孩子低烧会引起心包积液吗	medical
胆固醇的作用有哪些	medical
心包积液能吃香蕉吗	medical
脑出血能侧躺吗	medical
治疗心肌缺血该怎么用药	medical
打耳洞一个月内，左耳耳洞有肿块	medical
体表摸起来挺凉，体内感觉热	medical
鸡胗高血脂能吃吗	medical
心脏神经官能症会吃饭难受吗	medical
心包积液穿刺能吃鸡肉吗	medical
手指盖里边有浓，不知道怎么处理	medical
我的湿疹发作在手上，特别的痒	medical
手臂上突然出现黄色斑块	medical
小孩眼干揉眼睛缺什么	medical
眼干对胎儿有影响吗	medical
3岁孩子眼干用什么药水	medical
8岁孩子眼干眨眼睛 滴什么眼药水	medical
儿童干眼能痊愈吗	medical
孩子得了眼干症是什么	medical
儿童干眼好治吗	medical
小孩眼干能用什么眼药水	medical
孩子眼干怕风吃什么	medical
两个月的宝宝干用消矇眼膏吗	medical
小孩眼干是缺什么元素	medical
颈椎病引起的头晕恶心可以拔罐吗	medical
第九天黄疸如何治疗？	medical
麻烦医生给看看，今儿不知怎么弄到的，皮肤	medical
5个月宝宝流清鼻涕怎么治疗	medical
牙疼有蛀牙，下颚疼。	medical
误食了一块发霉的面包	medical
怀孕感冒发烧怎么办？	medical
肚子疼，拉肚子，该怎么注意饮食	medical
